id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
965317,Charming&Cosy in Costa Brava heart,3050870,Berard,,Begur,41.95584,3.20999,Entire home/apt,165,4,30,2020-08-31,0.36,1,338
965621,Costabravaforrent Pedró,4208003,Cristina,,L'Escala,42.12486,3.12689,Entire home/apt,177,4,2,2019-05-05,0.02,32,131
967804,"Apartment in Casa Bahia, B/B",5280654,Gabriela,,Castelló d'Empúries,42.24266,3.12578,Entire home/apt,96,3,19,2020-08-14,0.33,17,307
969978,Cottage in the Costa Brava/Girona,5298734,Gabriel,,Colomers,42.085,2.98663,Private room,75,1,0,,,1,364
984995,Together w family·friends in cozy apartment-lofts!,5399385,Maria & Stendert,,Montagut i Oix,42.24354,2.58316,Entire home/apt,224,2,6,2020-01-01,0.07,4,85
991581,"Biorural apartment together forest, with biopool",5445384,Pilar I Jordi,,Vidreres,41.79971,2.78563,Entire home/apt,55,2,158,2021-03-31,1.64,1,322
994119,"Bonito apartamento 1a linea. Mar, rio, wifi y aire",5460590,Mª Pilar,,Castelló d'Empúries,42.23832,3.12138,Private room,60,2,0,,,1,365
999692,Nice apartment 50m close to the sea,5344604,Familia Font,,Llançà,42.37437,3.15631,Entire home/apt,75,3,6,2017-07-14,0.07,1,189
1000382,Double room near train/bus station,5499707,Pilar,,Girona,41.98104,2.81403,Private room,33,2,209,2020-08-08,2.17,2,363
1013751,Apartment in the Port of Llançà,3491250,Carles I Eva,,Llançà,42.36913,3.15825,Entire home/apt,70,2,13,2020-07-04,0.14,1,216
1016847,Comfortable appartment in Cadaqués,5596533,Marianne,,Cadaqués,42.28661,3.29771,Entire home/apt,180,3,14,2019-08-15,0.25,1,328
1039168,B&B OASIS -HORSE RIDING TRAILS from 1h to 5 days,5712764,Sofia Lamblin,,Caldes de Malavella,41.86538,2.80978,Entire home/apt,76,1,13,2019-06-05,0.14,3,364
1040271,Nice House in Costa Brava!,5727697,Manel & Dolors,,Pals,42.00241,3.18659,Entire home/apt,80,4,37,2020-08-29,0.39,1,179
1043918,Downtown - 5min walk to the beach,5747664,Celine,,Roses,42.2668,3.17832,Entire home/apt,80,2,79,2020-08-27,0.82,1,361
1044402,Old house in the heart of Cadaques,5261900,Victoria,,Cadaqués,42.2892,3.27676,Entire home/apt,270,4,12,2020-08-14,0.13,3,349
1046628,house for 6 people in the Empordà,1817196,Anna,,Bellcaire d'Empordà,42.08081,3.10273,Entire home/apt,120,2,9,2020-09-06,0.10,4,362
1048841,BEACH APARTMENT 2rooms TOSSA DE MAR,1298586,Kristjan Y Ana,,Tossa de Mar,41.72147,2.93392,Entire home/apt,171,2,12,2017-08-09,0.13,115,177
1054770,Single room near train/bus station,5499707,Pilar,,Girona,41.98193,2.81241,Private room,28,2,207,2021-03-06,2.14,2,336
1055412,Bonita casa en la Costa Brava con piscina,5812462,Andrea,,Palafrugell,41.93103,3.12969,Entire home/apt,291,5,28,2020-08-29,0.30,1,352
1061022,House with 3 rooms and garden.,5842034,Xavi,,Bàscara,42.14969,2.9305,Entire home/apt,126,1,7,2018-09-02,0.13,3,183
1061863,Rural luxury experience hidden and quiet,5712764,Sofia Lamblin,,Caldes de Malavella,41.86594,2.81099,Private room,240,3,1,2013-08-12,0.01,3,365
1061914,Perfect place for GOLF lovers . 5 min from PGA,5712764,Sofia Lamblin,,Caldes de Malavella,41.86536,2.8115,Private room,124,1,6,2019-07-16,0.06,3,364
1065248,Direct view of the beach and sea.,5730295,,,Castelló d'Empúries,42.23964,3.12446,Entire home/apt,40,15,21,2019-07-21,0.30,1,364
1067719,Beautiful Chalet in the Costa Brava,5558571,Maricarmen,,Vidreres,41.80106,2.80877,Entire home/apt,257,5,1,2019-08-18,0.05,1,263
1070589,LIKE IN A BOAT,5890209,Elisabet,,Begur,41.96799,3.22945,Entire home/apt,180,3,10,2020-07-28,0.17,1,330
1071215,L'ESTARTIT COZY BEACHFRONT APT.,5893073,Núria,,Torroella de Montgrí,42.05522,3.2022,Entire home/apt,63,2,5,2019-07-27,0.06,2,254
1071662,LUXURY SEAVIEW S'AGARO COSTA BRAVA,1830359,Antonio,,Castell-Platja d'Aro,41.7962,3.05224,Entire home/apt,575,14,0,,,1,362
1073653,Beachfront studio in Empuriabrava,5905884,,,Castelló d'Empúries,42.24197,3.1258,Entire home/apt,125,7,16,2018-08-22,0.20,1,364
1076045,Rustic house,2944513,Macià,,La Tallada d'Empordà,42.08149,3.05371,Entire home/apt,181,2,46,2020-08-25,0.49,7,148
1088214,Holiday Costa Brava Spain Sils,5980639,Delfina,,Sils,41.84476,2.73813,Entire home/apt,240,50,1,2017-04-16,0.02,10,364
1088803,illes medes,5007417,Jordi,,Torroella de Montgrí,42.04296,3.19553,Entire home/apt,58,1,2,2020-09-13,0.10,3,363
1092414,Catalan Farmhouse Apartment with Mountain Views,6001589,Donny,,Sales de Llierca,42.24708,2.64566,Entire home/apt,231,2,14,2019-09-29,0.22,6,342
1095953,Can Salvi,6021858,Carmel,,Cabanelles,42.2142,2.7979,Entire home/apt,109,4,0,,,1,324
1097454,Apartament molt cèntric davant el port,7396566,Montserrat,,Torroella de Montgrí,42.05397,3.20227,Entire home/apt,65,2,13,2020-08-15,0.19,2,265
1098747,CASA RURAL CERCA DE GIRONA. NATURAL,6037078,Paco,,Sant Julià de Ramis,42.02944,2.85414,Private room,50,2,71,2019-07-20,0.74,1,304
1101938,.,5949698,Josefa,,Lloret de Mar,41.69921,2.8511,Entire home/apt,70,4,69,2020-08-16,0.73,1,93
1111275,Apartamento independiente familiar,6093699,Fei,,Figueres,42.25685,2.96489,Entire home/apt,50,1,579,2021-03-31,6.08,2,359
1112277,"Beautiful room in Montjuic, Girona",5864083,Olga,,Girona,41.99305,2.8294,Private room,42,2,27,2019-10-09,0.33,1,349
1116270,OLD FISHER HOUSE RENOV COSTA BRAVA,6126248,Margarita,,Sant Feliu de Guíxols,41.78395,3.03722,Entire home/apt,123,4,8,2018-08-22,0.09,1,364
1120751,Costabravaforrent Masferrer 3,4208003,Cristina,,L'Escala,42.12406,3.13372,Entire home/apt,103,4,3,2016-07-25,0.03,32,182
1122713,Begur - COSTA BRAVA PRIVATE POOL,6159557,Fernando,,Palafrugell,41.89713,3.19209,Entire home/apt,199,2,57,2020-09-20,0.62,2,184
1126765,Apartament Marta,6181607,Didac,,Cadaqués,42.29146,3.27837,Entire home/apt,70,2,263,2021-04-01,3.13,2,331
1140003,Sunny Flat with Roof Terrace and Balcony,6220502,Darren & Yuki,,Girona,41.97765,2.80776,Entire home/apt,55,3,32,2021-02-18,0.47,1,333
1140363,Tamariu: the most exclusive and quiet beach,6253854,,,Palafrugell,41.91834,3.20515,Entire home/apt,80,4,89,2019-10-13,0.94,1,53
1143351,Beautiful house with amazing views!,4749285,Mercedes,,El Port de la Selva,42.3404,3.20849,Entire home/apt,250,7,0,,,1,327
1143427,Costabravaforrent Briu,4208003,Cristina,,L'Escala,42.10867,3.14175,Entire home/apt,158,7,4,2020-08-15,0.07,32,94
1144202,Suite near Girona and Costa Brava,3880512,Isabel,,Cassà de la Selva,41.8838,2.87506,Private room,33,2,0,,,1,358
1145799,Apartment Costa Brava (TossaMar),6282792,Adriana,,Tossa de Mar,41.72449,2.93297,Entire home/apt,68,2,37,2019-07-23,0.39,1,0
1149059,holiday apartment close to Besalu,6299380,Ellen-Marie,,Sant Ferriol,42.17694,2.64977,Entire home/apt,179,7,2,2015-04-06,0.02,1,365
1153660,Villa with great sea/sunset views!,6322341,Anna,,Lloret de Mar,41.70234,2.87736,Entire home/apt,339,1,95,2020-09-26,1.00,1,155
1155289,Schöne Villa Meerblick private Pool Costa Brava,4903781,Montserrat,,Calonge,41.83289,3.0772,Entire home/apt,143,7,8,2021-03-07,0.17,2,240
1155461,Apartment in Costa brava with beautifull garden,6332096,,,Regencós,41.95222,3.17034,Entire home/apt,159,2,18,2020-09-18,0.55,3,359
1159566,"La Cova, rural y con mucho encanto",6354179,Conxita,,La Selva de Mar,42.32394,3.1883,Entire home/apt,75,2,193,2019-09-30,2.19,1,101
1160633,Attic close Llançà Beach. Wifi,2816160,Sonia,,Llançà,42.36987,3.15986,Entire home/apt,80,6,26,2020-09-17,0.28,1,357
1162520,Casa rural Siglo XVIII en Pals - Costa Brava,6367643,Hilda,,Pals,41.97039,3.14279,Entire home/apt,186,2,83,2020-08-20,1.11,1,285
1170806,"COSTA BRAVA, PEACE & 5MIN WALK TO THE BEACH",6272246,Eva I Ana,,Lloret de Mar,41.70822,2.87815,Private room,30,1,181,2020-09-02,1.94,4,174
1171002,"COSTA BRAVA, NATURE & 5 MIN WALK FROM DE BEACH",6272246,Eva I Ana,,Lloret de Mar,41.70829,2.87827,Private room,22,1,150,2020-08-22,1.61,4,174
1171096,"BEACH 5 MIN WALK, COSTA BRAVA, NATURE & PEACE",6272246,Eva I Ana,,Lloret de Mar,41.70818,2.87825,Private room,24,1,201,2021-03-26,2.15,4,262
1177741,Sant Feliu charming beach apartment,6443712,Soledad,,Sant Feliu de Guíxols,41.77905,3.0273,Entire home/apt,105,3,15,2018-08-17,0.16,1,88
1197111,Rustical house for rent in Pals.,5965692,Irene,,Pals,41.97098,3.14828,Entire home/apt,99,2,93,2020-08-30,0.99,1,144
1203651,Winter holiday in Costa Brava.,5405357,Rosa & Maite,,Castell-Platja d'Aro,41.82544,3.07528,Entire home/apt,550,15,4,2016-09-03,0.05,1,364
1205757,Habitación doble + baño y terraza,6586355,Montse,,Vidreres,41.79304,2.77412,Private room,35,2,50,2019-02-10,0.54,1,360
1212820,Apartment port de rei stunning wiew,6620645,Myriam,,L'Escala,42.11284,3.1667,Entire home/apt,74,2,69,2020-06-21,0.73,2,355
1215790,"100m FROM THE BEACH, with TERRACE",3149645,,,Palamós,41.84984,3.1265,Entire home/apt,60,7,10,2018-02-18,0.11,1,92
1222762,house in a quiet village,6404885,Maria,,Ordis,42.21904,2.90744,Entire home/apt,65,3,3,2020-07-27,0.03,1,337
1228453,"ALMADRAVASOL·COM - House w/ parking , wifi and A/C",6623729,Alex,,Roses,42.24287,3.20562,Entire home/apt,36,6,15,2020-09-13,0.43,1,23
1229186,RUSTIC APARTMENT TOSSA near BEACH,1298586,Kristjan Y Ana,,Tossa de Mar,41.71813,2.93183,Entire home/apt,90,2,19,2020-08-15,0.20,115,210
1234785,"Begur, house w/garden & pool, view to sea & castle",6732502,Emmanuelle,,Begur,41.95188,3.20297,Entire home/apt,400,10,0,,,1,59
1235226,Romantic apartment,6734387,Encarna,,Blanes,41.67434,2.78717,Entire home/apt,66,2,267,2021-01-08,2.86,1,196
1236131,APARTMENT POOL TERRACE TOSSA DE MAR,1298586,Kristjan Y Ana,,Tossa de Mar,41.72165,2.93347,Entire home/apt,96,2,14,2020-08-12,0.18,115,294
1242933,PALAMOS HOUSE(Near beach La Fosca) HUTG-019098,6774688,Marta,,Palamós,41.85578,3.13043,Entire home/apt,90,2,33,2019-07-29,0.35,1,91
1243138,"Apartment to rent in ""Costa Brava""",6775668,Maite,,L'Escala,42.12349,3.1346,Entire home/apt,50,2,173,2021-03-28,1.89,1,1
1245436,Stunning seaview flat by the beach of La Fosca,6571370,Corinne Et Delphine,,Palamós,41.85845,3.14767,Entire home/apt,80,3,32,2020-08-15,0.45,1,117
1251914,Apartamento vistas al mar en Palamós - Costa Brava,6691762,Oriol,,Calonge,41.83616,3.09261,Entire home/apt,85,2,68,2020-10-18,0.74,3,315
1252013,"Can Rossa, family house",6843002,Homayun,,Quart,41.94804,2.84223,Entire home/apt,250,2,18,2020-08-15,0.20,1,362
1253610,Apart Costa Brava. 2min de la playa,6829930,Arandilla,,Blanes,41.66766,2.78122,Entire home/apt,120,6,7,2019-08-25,0.08,1,365
1257692,Casa con encanto en COSTA BRAVA,2389641,Helena,,Ullà,42.04805,3.10867,Entire home/apt,160,7,7,2020-08-08,0.07,1,354
1262051,apartment with countryside views,6595329,Nathan,,Maià de Montcal,42.20932,2.73697,Entire home/apt,74,2,5,2018-11-04,0.08,7,32
1262794,Villa whit private swiming pool in Costa Brava,6876113,Vanessa,,Santa Cristina d'Aro,41.86076,3.01327,Entire home/apt,186,2,63,2019-09-01,0.71,1,152
1264094,Habitaciones en la Costa Brava,6882034,Tat,,La Bisbal d'Emporda,41.957,3.03632,Private room,41,1,102,2020-09-12,1.08,8,364
1266293,Modern design house close to Girona,1406248,Anna,,Santa Coloma de Farners,41.86285,2.66008,Entire home/apt,150,14,10,2019-08-24,0.11,1,365
1266861,Apartment 2 rooms on marina at Roses (Costa Brava),6896015,Jean Louis,,Roses,42.26895,3.14376,Entire home/apt,50,7,0,,,1,363
1269893,Masía en el parque natural de la Garrotxa,6895785,Mariona,,Olot,42.18014,2.51623,Entire home/apt,140,2,67,2021-04-01,0.72,1,293
1271816,Nice appartement Platja d Aro,6922285,Marie Hélène,,Castell-Platja d'Aro,41.81569,3.06361,Entire home/apt,88,7,0,,,1,364
1274583,Can Portell by 123ole: the Pink Box 2 pers,6937790,Debbie,,Cornellà del Terri,42.06459,2.84449,Private room,110,1,0,,,6,313
1275755,Duplex with outstanding sea views,6943798,,,Cadaqués,42.28784,3.27701,Entire home/apt,159,2,193,2020-10-29,2.05,1,337
1277342,"Dar Mima^^, sunny spot at 150mts from the beach",4442105,Sara,,Palafrugell,41.91841,3.20487,Entire home/apt,140,3,24,2021-01-03,0.26,3,361
1279567,Apartment with sea views,6962932,Maria,,Torroella de Montgrí,42.05528,3.2047,Entire home/apt,120,7,2,2019-08-16,0.08,1,179
1286733,"Rustic ""Mas"" farmhouse Costa Brava | Dalí 2 Pax",3961251,Ana,,Vilanant,42.25835,2.87583,Entire home/apt,95,5,64,2020-09-13,0.72,3,364
1302560,APARTAMENTO CALA CANYET(URB.ROSAMAR,7081448,Mercè,,Santa Cristina d'Aro,41.7638,2.98243,Entire home/apt,40,6,44,2017-09-11,0.47,1,0
1302826,Casa con jardín en el casco antiguo,7083248,Monica,,Girona,41.98561,2.82711,Entire home/apt,98,1,237,2021-04-03,2.55,2,352
1302878,Charming & sunny appt with sea view,7067451,Arnaud,,Sant Feliu de Guíxols,41.78853,3.04265,Entire home/apt,50,3,14,2020-08-22,0.17,1,177
1305002,Apartamto lujo Palamos Costa Brava,6691762,Oriol,,Calonge,41.83616,3.09261,Entire home/apt,85,2,75,2020-09-13,0.81,3,315
1310523,House in front of the Mediterranean,1221033,Mario,,Lloret de Mar,41.7014,2.87637,Entire home/apt,500,5,8,2019-04-20,0.12,1,357
1323857,Renovated charming house with patio in Cadaques,7147705,Nathalie,,Cadaqués,42.28668,3.27337,Entire home/apt,150,3,97,2020-12-25,1.04,1,161
1326454,Apartment in Tossa de Mar,6960307,M Carmen,,Tossa de Mar,41.72074,2.93447,Entire home/apt,80,4,29,2020-08-22,0.31,2,353
1328464,Apartamento en la playa de PALS.,6672023,Iago,,Begur,41.97593,3.20079,Entire home/apt,166,4,13,2020-08-07,0.19,1,363
1329275,chic loft with countryside views,6595329,Nathan,,Maià de Montcal,42.2098,2.73709,Entire home/apt,94,2,5,2020-12-30,0.29,7,189
1329359,Sa Tuna. A 2 minute walk to beach,7212885,,,Begur,41.96018,3.22839,Entire home/apt,270,2,17,2020-09-27,0.29,1,131
1330145,CALELLA PALAFRUGELL Panoramic views,7216312,Merce,,Palafrugell,41.88572,3.18055,Entire home/apt,97,3,83,2020-02-22,0.98,1,205
1337942,Fully equipped studio for 2 people,1817196,Anna,,Bellcaire d'Empordà,42.08109,3.10352,Private room,53,5,11,2020-08-03,0.12,4,362
1338690,f21.DUPLEX I - Old Town of Girona,7108876,Mateu,,Girona,41.98597,2.82628,Entire home/apt,220,7,3,2016-07-10,0.05,2,364
1351195,Tossa de Mar Tourist Accommodation,7332030,Sergio,,Tossa de Mar,41.74294,2.89634,Entire home/apt,500,1,31,2020-08-02,0.39,1,347
1351849,MODERN HOUSE NEAR LLORET DE MAR,7335939,Luciano,,Vidreres,41.75635,2.82061,Entire home/apt,250,2,34,2020-08-30,0.40,1,173
1351892,PORT D´ARO LUXURY WATERFRONT APT.,7336333,Ramon,,Castell-Platja d'Aro,41.80475,3.05825,Entire home/apt,130,10,6,2019-07-28,0.06,1,336
1355202,Habitación en la Costa Brava,6882034,Tat,,La Bisbal d'Emporda,41.95631,3.03777,Private room,26,1,76,2020-12-24,0.82,8,365
1358469,La Cabanya d'en Joan,7373837,Enric,,La Vall d'en Bas,42.13321,2.43002,Entire home/apt,68,1,184,2021-03-28,2.27,1,335
1359410,Habitaciones en la Costa Brava,6882034,Tat,,La Bisbal d'Emporda,41.95617,3.03705,Private room,41,1,86,2020-08-23,0.92,8,363
1361795,Charming cottage at the Costa Brava,5345102,Iris,,Begur,41.94703,3.20221,Entire home/apt,89,7,9,2020-08-09,0.10,1,171
1362315,BEGUR - COSTA BRAVA PRIVATE POOL,6159557,Fernando,,Palafrugell,41.89563,3.1921,Entire home/apt,199,2,18,2020-08-15,0.21,2,182
1364510,Mas Prat - Rural House PG-000695,7406452,Jaume,,La Vall de Bianya,42.21003,2.44936,Entire home/apt,130,2,6,2020-08-10,0.12,1,359
1368928,Stunning stylish renovated old farm,4572924,Bea & Kiko,,Garrigàs,42.16402,2.95797,Entire home/apt,420,14,24,2020-08-24,0.29,1,271
1376640,House with sea view at Costa Brava,7458319,Jani,,Roses,42.25034,3.20268,Entire home/apt,124,3,14,2020-08-29,0.17,1,233
1383009,"Costa Brava, 50 m from beach 3",823626,"Pisos Costa Brava (A Family - Ana,",,Calonge,41.84808,3.10555,Entire home/apt,120,2,0,,,7,0
1383249,Сozy apartment for a family in Lloret de Mar,7489479,Polina,,Lloret de Mar,41.69928,2.84052,Entire home/apt,135,13,3,2019-08-23,0.04,1,365
1390079,Nice apartment in Costa Brava,7517650,Alejandra,,La Selva de Mar,42.32281,3.18749,Entire home/apt,80,2,40,2019-08-23,0.43,1,323
1391360,APARTMENT BEACH PALAMOS COSTA BRAVA,7521532,,,Palamós,41.85145,3.12079,Entire home/apt,47,2,45,2020-08-21,0.48,1,218
1414868,Triplex con vistas en casco antiguo,7083248,Monica,,Girona,41.98673,2.82843,Entire home/apt,96,1,304,2021-03-29,3.34,2,358
1420466,Apartamento agroturismo naturaleza Alta Garrotxa,5937069,Laia,,Montagut i Oix,42.2652,2.51462,Entire home/apt,296,2,3,2016-08-17,0.04,3,245
1422502,Full appartment w.pool near Costa Brava beaches,7656582,Rafa,,Palafrugell,41.91369,3.15749,Entire home/apt,95,7,34,2020-08-10,0.37,1,363
1432288,Cottage 4-9 people Beach 17km Pool,7696502,Turisme Rural Can Gat Vell SCP,,Saus,42.12265,2.93454,Entire home/apt,297,2,2,2019-07-28,0.05,3,282
1435644,Cottage 3 people Pool.Beach 17km,7696502,Turisme Rural Can Gat Vell SCP,,Saus,42.1241,2.93692,Private room,85,2,2,2019-08-19,0.04,3,332
1436495,Torre Can Ripoll,7717608,Angels,,Sant Hilari Sacalm,41.87816,2.50805,Entire home/apt,122,2,45,2020-12-27,0.48,1,296
1436811,Casa Rural La Casanova de Beuda,7718938,Montserrat,,Beuda,42.23775,2.70862,Entire home/apt,215,2,15,2021-03-28,0.22,1,343
1448952,Casa-Apartamento duplex en S'Agaró,7776460,Jaume,,Sant Feliu de Guíxols,41.7831,3.0418,Entire home/apt,60,3,17,2020-09-15,0.20,1,0
1452110,Alt Emporda- Tourism in a vineyard property,2345844,Xavi,,Capmany,42.36026,2.92218,Entire home/apt,379,7,6,2018-05-06,0.07,1,229
1454350,DUPLEX WATERFRONT 130m2 -3 BEDROOMS,4673758,Genevieve,,L'Escala,42.12185,3.13748,Entire home/apt,179,4,4,2019-08-24,0.07,1,237
1475818,Terrasse house Catalonian village,7898591,Lola,,Saus,42.12115,2.9619,Entire home/apt,106,38,5,2016-08-29,0.05,1,313
1476173,Habitaciones en La Costa Brava,6882034,Tat,,La Bisbal d'Emporda,41.95649,3.03822,Private room,41,1,63,2020-08-23,0.68,8,362
1481507,Lovely studio right on the beach,6974319,Nadège,,Castell-Platja d'Aro,41.80668,3.06479,Entire home/apt,65,3,59,2020-08-30,0.64,1,358
1481890,PRECIOSO DEPARTAMENTO!!!,7928366,Sonia,,Palafrugell,41.9133,3.15855,Entire home/apt,64,2,8,2020-09-13,0.86,1,363
1484584,"Apt with pool, bike/ski in Pyrenees",2130192,Laura,,Puigcerdà,42.42869,1.92805,Entire home/apt,127,14,8,2014-08-13,0.09,1,335
1485020,La Tina del Mas Vilà,7944355,Mònica Lloveras,,"Cruïlles, Monells i Sant Sadurní de l'Heura",41.97826,2.98029,Entire home/apt,206,2,7,2019-11-03,0.09,1,288
1490260,"Can Portell by 123ole: 7 rooms, max 15 pers.",6937790,Debbie,,Cornellà del Terri,42.06426,2.84477,Entire home/apt,1500,1,0,,,6,313
1492349,Beautiful Apartment La Fosca,6992168,Simona,,Palamós,41.85112,3.13948,Entire home/apt,177,4,4,2021-01-26,0.05,1,335
1492642,Hermosa casa por el precio de un apartamiento,7978570,Victor,,L'Escala,42.11023,3.15724,Entire home/apt,88,5,16,2020-11-01,0.50,2,221
1492778,Casa en el Port de la Selva,7946067,Rosa,,El Port de la Selva,42.3352,3.20453,Entire home/apt,138,5,104,2021-03-28,1.13,1,305
1495714,Apartment Sa Boadella 2 LLoret de Mar  Costa Brava,7994504,Montserrat,,Lloret de Mar,41.69373,2.8244,Entire home/apt,111,5,11,2021-01-19,0.16,2,0
1496386,"Seaside villa 1min. walk to the beach, holds 10",7997322,Montserrat,,Sant Feliu de Guíxols,41.7904,3.04715,Entire home/apt,195,7,2,2014-08-03,0.02,1,158
1499488,"Fenals Квартира, 2 сп и гостиная",8012949,Andrey,,Lloret de Mar,41.69502,2.83178,Entire home/apt,100,4,12,2016-06-22,0.13,1,65
1509705,House in Costa Brava,6150818,Alicia,,Castell-Platja d'Aro,41.79874,3.04817,Entire home/apt,103,20,1,2017-08-09,0.02,1,365
1511355,"Disconnect, Tossa, sea and mountains.",8071821,Jose Luis,,Tossa de Mar,41.71763,2.93202,Entire home/apt,67,5,49,2020-03-06,0.58,1,227
1513081,the house of the forest in Gaüses,8080028,Luis,,Vilopriu,42.10043,2.96449,Entire home/apt,200,2,8,2016-08-14,0.09,1,363
1514576,Costa Brava - Pals para 5 personas,8086410,Pilar,,Pals,41.96911,3.14471,Entire home/apt,70,6,22,2020-08-27,0.26,1,248
1527943,Costabravaforrent Segalar 4,4208003,Cristina,,Albons,42.10369,3.0823,Entire home/apt,108,4,4,2020-07-31,0.05,32,74
1538300,"COSTA BRAVA, PLAYA DE ARO!!!!!",8194362,Maximiliano,,Castell-Platja d'Aro,41.80625,3.05665,Entire home/apt,150,7,2,2018-07-16,0.02,1,364
1541336,"Hostel in Mas Cadavall, Serinyà",8215882,Patricia,,Serinyà,42.18425,2.76375,Shared room,58,2,92,2019-12-15,1.60,1,337
1558115,Propiedad  Privada con piscina en Costa Brava,8294294,Sergio,,Palafrugell,41.92607,3.1464,Entire home/apt,443,3,1,2019-06-02,0.04,1,90
1558982,Apartment ideal for 2-4 people,8297719,Miriam,,Girona,41.9723,2.82554,Entire home/apt,66,2,105,2020-12-23,1.22,1,245
1563251,Villa 6 personnes Piscine privative et Vue Golf,8317810,Eugenie,,Navata,42.22583,2.8725,Entire home/apt,290,6,26,2020-08-25,0.37,2,364
1571565,Cosy Cottage Suite on the River - Empordà Garrotxa,3498134,Alex,,Albanyà,42.30353,2.72164,Private room,45,2,144,2020-11-05,1.56,2,31
1574182,Apartamento en Torroella de Montgri,8360419,Rosaa,,Torroella de Montgrí,42.0444,3.12266,Entire home/apt,131,2,1,2017-08-08,0.02,1,274
1601911,Apartment in the centre of Girona,8259344,Silvia,,Girona,41.9761,2.82061,Entire home/apt,97,1,83,2020-08-09,0.90,1,58
