id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
2585581,THIS IS YOUR SANCTUARY/ HEATED POOL,4087252,Arian,,Southwest Ranches,26.04032,-80.3955,Entire home/apt,392,2,96,2020-11-28,1.15,1,269
2586608,White Sandy Beach & Superb location,11068214,Ronald,,Hollywood,25.98937,-80.11742,Entire home/apt,200,14,37,2020-03-07,0.46,5,143
2600442,"COMFY 1bedrm apt , WIFI, POOL ,PARKING NEAR BEACH",899093,Sharone,,Hallandale Beach,25.99562,-80.13638,Entire home/apt,98,30,19,2020-11-21,0.24,6,169
2615921,The Historic Joseph Young Mansion - heated pool.,2609518,Bram,,Hollywood,26.01285,-80.12824,Entire home/apt,1000,3,33,2021-02-05,0.49,11,227
2661579,1 Bedroom very nice Peaceful UV LIGHT Sanitized,11679207,Jorge,,Hollywood,26.01787,-80.15957,Entire home/apt,56,30,2,2018-05-24,0.03,4,311
2700947,Beach Villa Oleander - Quiet & Cozy!,9443719,Ida Annika,,Lauderdale By The Sea,26.21864,-80.09542,Entire home/apt,807,7,0,,,10,308
2723385,"2/2  Beautiful apartment, Peaceful, UV Sanitized",11679207,Jorge,,Hollywood,26.01657,-80.16041,Entire home/apt,85,30,8,2020-08-01,0.11,4,270
2756947,2 bed 2 bath Pembroke Pines FL,479339,Grace,,Pembroke Pines,25.99456,-80.31341,Entire home/apt,100,120,12,2019-05-25,0.16,1,358
2824039,One and a half miles from Beach! 1BR/1BA & Cozy,394991,Chris,,Fort Lauderdale,26.13543,-80.12755,Entire home/apt,61,3,300,2021-02-08,3.66,6,151
2842045,3BR/2BA Solar Heat Pool near Beach,265809,Matt,,Fort Lauderdale,26.1374,-80.13076,Entire home/apt,334,3,111,2020-07-06,1.43,3,339
2845520,"Cottage in heart of FtL,pool, private & your key",14552214,Allen,,Fort Lauderdale,26.13228,-80.13965,Entire home/apt,98,14,68,2021-02-02,0.82,2,58
2863496,Fully furnished efficiency,14636250,Diego,,Dania Beach,26.08569,-80.1733,Private room,77,1,4,2021-02-20,0.05,1,355
2886372,Very nice and safe complex!,14751091,Philip,,Deerfield Beach,26.32053,-80.14706,Entire home/apt,141,21,13,2021-01-17,0.17,4,86
2935870,SPECTACULAR 2B DIREC BEACH ACCESS,6554158,Marcelo,,Hollywood,25.9868,-80.11954,Entire home/apt,129,5,15,2021-02-11,0.20,2,298
2942878,"STUDIO W/POOL , PARKING, WIFI, 3 BLOCKS TO BEACH",899093,Sharone,,Hallandale Beach,25.98557,-80.12865,Entire home/apt,72,4,99,2020-10-16,1.20,6,150
2976800,Floridagetaway321,15183173,Robert,,Oakland Park,26.17384,-80.15005,Entire home/apt,115,1,3,2019-04-15,0.07,1,0
2978245,Hollywood Beach 2 Bed Apartment,12518363,Aziz,,Hollywood,25.99893,-80.11931,Entire home/apt,102,25,11,2021-01-10,0.15,1,336
2986546,Excelente Depto. con vista al canal,15228939,Mariel,,Hollywood,25.9879,-80.11886,Entire home/apt,130,7,13,2016-01-05,0.16,2,270
3014355,BEAUTIFUL CONDO ON THE BEACH!,15362033,Ana,,Hollywood,25.98693,-80.12001,Entire home/apt,142,4,19,2021-01-04,0.28,22,228
3069449,OCEANFRONT 2/2 ON THE BEACH 8TH FLOOR,2001930,Dmitri,,Hollywood,25.98681,-80.11967,Entire home/apt,249,7,3,2020-07-12,0.06,43,100
3089271,Excelente depto. frente al mar,15228939,Mariel,,Hollywood,25.98862,-80.11919,Entire home/apt,140,4,35,2020-03-19,0.44,2,325
3094016,🥇Victoria Park #2 ~KING~ Las Olas - Beach - Dtown,15735415,Sharonne,,Fort Lauderdale,26.12949,-80.12799,Entire home/apt,92,1,100,2021-02-16,1.22,3,243
3113463,Nice private room / Waterfront home,15820838,Eloizio,,Pompano Beach,26.20921,-80.12938,Private room,45,4,55,2021-01-18,0.80,2,345
3132163,Located in the QClub Ft Lauderdale Bch Rsrt(2110),5397550,Andrew,,Fort Lauderdale,26.12924,-80.10407,Entire home/apt,233,1,45,2021-02-11,0.60,6,23
3166711,SPECTACULAR 1B DIRECT BEACH ACCESS,6554158,Marcelo,,Hollywood,25.9873,-80.11862,Entire home/apt,109,4,17,2021-02-14,0.23,2,317
3174078,2080 PENTHOUSE 2/2 OCEAN FRONT,2001930,Dmitri,,Hallandale Beach,25.97786,-80.12032,Entire home/apt,299,14,0,,,43,325
3213453,Aqua One Bedroom King Suite + Sofabed,14324932,North Beach Village,,Fort Lauderdale,26.12996,-80.10476,Private room,129,28,33,2020-09-06,0.44,30,47
3213707,Tranquilo One Bedroom King Suite,14324932,North Beach Village,,Fort Lauderdale,26.13383,-80.10648,Private room,109,28,13,2020-03-09,0.26,30,288
3218564,Casino Lodging “Country Acres” Parkland Florida,16295826,Barbara,,Parkland,26.29435,-80.22115,Entire home/apt,120,1,68,2020-12-28,0.88,1,270
3257633,Comfy private bedroom in home-M,1748183,Wendy,,Plantation,26.1335,-80.23404,Private room,35,2,39,2021-01-23,0.48,3,347
3348802,Lg1 Bdrm Solar Heat Pool Near Beach,265809,Matt,,Fort Lauderdale,26.13939,-80.13063,Entire home/apt,208,2,32,2020-05-25,0.40,3,353
3350504,2BR/1BA Solar Heat Pool near Beach,265809,Matt,,Fort Lauderdale,26.13952,-80.12916,Entire home/apt,230,2,44,2021-01-31,0.59,3,270
3410222,Eco friendly paradise near Airport/Port/Beaches!,17044377,James,,Dania Beach,26.06644,-80.19701,Private room,63,1,69,2021-01-03,2.20,3,57
3410784,Beautiful 2 bed condo by the ocean,14055439,Maria,,Lauderdale By The Sea,26.21318,-80.09282,Entire home/apt,150,90,1,2015-04-01,0.01,1,324
3441997,Great Florida Vacation,2402257,Varvara,,Deerfield Beach,26.31435,-80.09704,Entire home/apt,125,5,86,2020-07-28,1.14,1,95
3495878,Located in the QClub Ft Lauderdale Bch Rsrt (1911),5397550,Andrew,,Fort Lauderdale,26.12937,-80.10438,Entire home/apt,226,1,56,2021-02-20,0.73,6,34
3499795,Lovely apartment in first row with full amenities!,8033828,Maria,,Hollywood,25.99759,-80.11775,Entire home/apt,79,90,0,,,1,159
3528081,The Royal Palm Villa - Waterfront,17762583,Lennart,,Fort Lauderdale,26.1235,-80.11754,Entire home/apt,550,3,36,2020-07-08,0.50,1,226
3530463,Lake view Home w pool. COVID precautions followed,17773902,Beatriz,,Davie,26.072,-80.25828,Entire home/apt,250,4,82,2021-02-23,1.07,1,298
3540235,Beachside Condo 3/2 1/2 block to Beach and Pool,17469794,Valerie,,Hollywood,26.01081,-80.11673,Entire home/apt,246,5,13,2021-01-16,0.28,60,269
3540453,"OCEANSIDE CONDO 1/1 FOR 4,  POOL, BEACH 1/2 BLOCK",17469794,Valerie,,Hollywood,26.01081,-80.11673,Entire home/apt,138,5,31,2020-02-01,0.41,60,205
3553435,Private Master with Private Bath  (and Pool),11553282,Lorraine & Greg,,Pompano Beach,26.2113,-80.11822,Private room,87,1,476,2020-12-30,5.99,4,361
3661981,Tara Double Queen One Bedroom Suite,14324932,North Beach Village,,Fort Lauderdale,26.13113,-80.10795,Entire home/apt,89,28,55,2020-09-30,0.69,30,128
3718508,Beautiful Hollywood Beach home with heated pool!,18987173,Erica,,Hollywood,26.01283,-80.12256,Entire home/apt,346,4,61,2021-02-10,2.08,1,231
3783363,"Great Home, On Awarded Gold Course",19414765,Lynn,,Deerfield Beach,26.32351,-80.14644,Entire home/apt,150,90,6,2016-07-23,0.08,4,330
3783397,The Racquet Club in Deer Creek,19414765,Lynn,,Deerfield Beach,26.31816,-80.14318,Entire home/apt,80,5,38,2021-02-10,0.72,4,0
3783599,Sunny Place at Deerfield Beach,2350629,Franco & Daisy,,Deerfield Beach,26.29798,-80.08901,Private room,40,2,65,2021-02-23,2.31,1,54
3827396,Penthouse on the Ocean / Apartamento en la playa,19693539,Jonathan,,Hollywood,25.98839,-80.1186,Entire home/apt,172,4,135,2021-02-01,1.71,1,47
3851474,Great condo in Hallandale Beach,19196941,Teofilo,,Hollywood,25.98791,-80.11904,Entire home/apt,150,7,3,2020-11-19,0.12,1,241
3869602,Charming 2 Bedroom Condo on Beach!,19982919,Trena,,Lauderdale By The Sea,26.21139,-80.09345,Entire home/apt,128,90,0,,,1,312
3907850,Near the Beach.,20241048,Rose,,Pompano Beach,26.22089,-80.11962,Private room,130,3,0,,,1,0
3938247,"""The Broadwalk"" = 1/1 on Hlwd Beach",6509464,Rich,,Hollywood,26.0178,-80.11688,Private room,144,3,22,2021-01-15,0.29,5,365
3951236,lovely condo with view on canals,20479149,Nicole,,Hallandale Beach,25.98082,-80.1263,Entire home/apt,89,4,103,2021-01-11,1.46,1,324
3957753,Beautifully clean and remodeled 1 block to beach!,20512179,Stefanie Deerfield Beach Vacations,,Deerfield Beach,26.30661,-80.07761,Entire home/apt,135,2,25,2020-08-10,0.33,11,157
3993889,Charming Studio - Waterfront Property !,20703633,Ronira,,Pompano Beach,26.24092,-80.09008,Entire home/apt,118,4,31,2021-02-03,0.41,1,314
3994087,1 separate bedroom for 2 people,20702907,Kate,,Lauderhill,26.13708,-80.22353,Private room,150,3,8,2017-02-22,0.12,1,0
4010331,4Palms Guestroom in private  home,20793680,James,,Dania Beach,26.05441,-80.14241,Private room,54,1,77,2019-12-11,1.01,2,239
4043568,"Urban Luxury at Boardwalk & Beach, terrace & pool",9927271,Suzanne,,Hollywood,26.00972,-80.11699,Entire home/apt,130,3,5,2019-05-29,0.08,1,284
4047441,OCEANFRONT 1/1.5  ON THE BEACH 15FL,2001930,Dmitri,,Hollywood,25.98785,-80.11883,Entire home/apt,215,5,0,,,43,102
4064679,Deluxe Condo in Central Fort Lauderdale Beach,1770887,Chris,,Fort Lauderdale,26.13702,-80.104,Entire home/apt,335,6,4,2019-12-27,0.08,10,7
4066268,"OCEANVIEW CONDO, 1/1 for 4, LARGE PATIO",17469794,Valerie,,Hollywood,26.03109,-80.115,Entire home/apt,116,5,18,2021-01-01,0.23,60,310
4097680,"Gorgeous 1 Bedroom, Like New !!",12878437,Vicky,,Hollywood,25.98677,-80.11904,Entire home/apt,101,6,11,2020-07-28,0.18,9,329
4097752,"amazing, recently renovated!!",12878437,Vicky,,Hollywood,25.98695,-80.11958,Entire home/apt,200,1,10,2020-08-28,0.16,9,330
4104891,4 - Beach Bungalow w/ Free Parking,9946914,Nick,,Hollywood,26.02391,-80.11504,Entire home/apt,84,3,68,2021-01-04,0.89,4,328
4241389,MARRIOTT'S BEACHPLACE TOWERS 50% off GUEST ROOM,22008615,Sabrina,,Fort Lauderdale,26.12221,-80.10521,Entire home/apt,283,1,6,2021-01-02,0.12,2,0
4258380,"Across the beach, golf.  Pompano beach",22100178,Annic,,Pompano Beach,26.24916,-80.08823,Entire home/apt,99,1,13,2020-11-14,0.23,1,239
4267493,"Luxury Townhouse, Steps To Ocean",8114732,David,,Lauderdale By The Sea,26.19345,-80.09697,Entire home/apt,700,5,9,2016-03-24,0.12,1,365
4283746,One Bedroom beach home Hollywood,22238827,Veronika,,Hollywood,26.02306,-80.1155,Hotel room,100,1,1,2018-03-11,0.03,6,345
4284986,Superior Standard Room,22238827,Veronika,,Hollywood,26.02215,-80.11744,Private room,76,1,60,2021-01-20,1.40,6,348
4288346,2 bed 2 bath unit at Wyndham resort - $700/week,22264120,Steve,,Pompano Beach,26.24214,-80.0894,Entire home/apt,100,7,2,2019-02-15,0.08,1,0
4294956,Vacation Home Rental,350312,Jaime,,Hollywood,26.01321,-80.15872,Entire home/apt,150,60,1,2018-03-18,0.03,2,365
4295517,Vacation Apartment Rental,350312,Jaime,,Hollywood,26.01329,-80.15842,Entire home/apt,125,90,4,2019-05-15,0.07,2,176
4302095,Hollywood Beach Resort Studio,7408483,Norberto,,Hollywood,26.01207,-80.11731,Private room,50,30,5,2018-09-07,0.07,1,0
4311927,"3bd house, pool, 1.3 miles to beach",19347509,Dinissa,,Deerfield Beach,26.30677,-80.08514,Entire home/apt,105,7,62,2021-02-01,0.81,2,180
4315812,"Tropical Oasis, Luxury Surroundings",6270706,Daniel,,Hollywood,26.00751,-80.13427,Private room,540,20,0,,,1,365
4317073,"Waterfront,fish,pool,beaches,shop,child pool fence",20208225,Kevin And Pat,,Fort Lauderdale,26.17899,-80.10689,Entire home/apt,557,7,32,2018-08-16,0.48,1,66
4321322,Fully furnished Condo,14751091,Philip,,Deerfield Beach,26.32029,-80.1455,Entire home/apt,140,11,14,2021-01-17,0.19,4,77
4322171,COZY!Walk to Holiday Park &LAS OLAS.,22441003,Miriam,,Fort Lauderdale,26.13072,-80.13065,Entire home/apt,250,5,17,2020-03-21,0.23,2,326
4332945,Lauderdale BoatHouse w/Ocean Access,9688645,,,Dania Beach,26.06639,-80.1898,Entire home/apt,150,3,14,2021-02-15,0.19,1,339
4334202,Beautiful condo in Hallandale Beach,3843347,Andrea,,Hallandale Beach,25.98371,-80.12251,Entire home/apt,150,180,7,2018-02-19,0.09,2,365
4364138,Tropical Retreat - City Close,2042945,Tonya,,Miramar,25.96128,-80.31373,Private room,200,2,0,,,1,365
4416835,Seabreeze Beachside Studio #6 for 4 Great Location,17469794,Valerie,,Hollywood,26.0165,-80.11586,Entire home/apt,124,5,34,2020-11-26,0.48,60,235
4484576,Blue Room - Heart of Wilton Manors. Heated Pool.,3685146,Raazee,,Wilton Manors,26.16101,-80.12848,Private room,60,1,544,2020-10-24,7.09,3,1
4484641,Home steps from the beach!,23247360,Lise-Anne,,Hollywood,26.01541,-80.11683,Entire home/apt,435,2,28,2020-09-21,0.38,1,261
4490306,"Stay Warm on The Beach ""The Umbrella Drink""",6509464,Rich,,Hollywood,26.01734,-80.11672,Private room,109,2,29,2021-01-04,0.39,5,347
4491593,Stay Warm on Hollywood Beach Studio,6509464,Rich,,Hollywood,26.01592,-80.1169,Private room,135,5,23,2021-01-24,0.31,5,365
4492175,Red Room - Heart of Wilton Manors. Heated Pool.,3685146,Raazee,,Wilton Manors,26.15993,-80.12924,Private room,59,1,521,2020-10-21,6.79,3,0
4494878,MIAMI- CHARMING 2 BDRM OCEANVIEW,637272,Bianca,,Hollywood,25.99362,-80.11729,Entire home/apt,225,15,12,2020-09-29,0.16,6,326
4509621,POOL HOME IN HALLANDALE BEACH,5221395,Yolande,,Hallandale Beach,25.9834,-80.14982,Entire home/apt,600,3,7,2020-07-20,0.10,2,331
4517710,BLUE OCEAN VILLA 3 BEACHFRONT 4/3 FOR 10 POOL,17469794,Valerie,,Pompano Beach,26.24156,-80.08774,Entire home/apt,640,5,17,2021-01-14,0.27,60,247
4517982,BEACHFRONT CONDO  POOL VIEW 2/2 FOR 7 POOL-BEACH,17469794,Valerie,,Pompano Beach,26.24156,-80.08774,Entire home/apt,225,5,24,2021-01-29,0.36,60,252
4538391,Luxury 4/2 nr beach sleep 8 Hot Tub,23505135,Lance,,Pompano Beach,26.22884,-80.09726,Entire home/apt,242,2,66,2021-01-03,1.08,1,327
4559328,Pompano Beach Right On the Beach!,11873653,George,,Pompano Beach,26.22837,-80.09003,Entire home/apt,250,7,7,2018-01-02,0.09,1,22
4562966,Located in the  QClub Ft Lauderdale Bch Rsrt(2212),5397550,Andrew,,Fort Lauderdale,26.12937,-80.10438,Entire home/apt,227,1,36,2021-02-15,0.51,6,39
4580179,Vacation Apartment 2&2 +/-90 days,23741402,Andrew,,Hollywood,26.00805,-80.14581,Entire home/apt,80,80,26,2017-08-22,0.35,1,206
4592745,"Stay Aboard Luxurious 78' Motor Yacht ""FantaSea""",23807150,Steve,,Dania Beach,26.05846,-80.1408,Entire home/apt,350,1,39,2020-11-29,1.49,1,184
4598009,A home in Pembroke Pines  In the heart of South FL,4355651,Kilsy,,Pembroke Pines,26.02575,-80.35608,Entire home/apt,135,5,45,2021-01-23,0.60,1,259
4628316,Studio! Ocean front building! Ocean View,12717900,Modern Beach Rentals,,Hollywood,26.01033,-80.11648,Entire home/apt,150,1,12,2021-02-06,0.16,2,0
4628409,Ocean Front Building- Hotel Room! Ocean View,12717900,Modern Beach Rentals,,Hollywood,26.01245,-80.11536,Entire home/apt,130,1,11,2021-02-05,0.15,2,0
4631078,Lovely Beach Studios -Walk to Ocean !,20512179,Stefanie Deerfield Beach Vacations,,Deerfield Beach,26.30776,-80.07798,Entire home/apt,124,2,26,2021-02-04,0.39,11,167
4637874,Fort Lauderdale walk to LAS OLAS,339865,Susan,,Fort Lauderdale,26.12308,-80.12804,Entire home/apt,153,3,83,2020-10-04,1.12,2,226
4668569,room in Fort lauderdale,5514632,Tony,,North Lauderdale,26.21685,-80.22818,Private room,39,1,9,2016-12-04,0.13,12,54
4686653,PENTHOUSE ON THE BEACH 2/2 OCEANFRONT CONDO,2001930,Dmitri,,Hollywood,25.98822,-80.1191,Entire home/apt,289,5,5,2020-01-02,0.08,43,100
4707242,Cottage Room,24330722,John,,Fort Lauderdale,26.12119,-80.1293,Private room,59,1,217,2021-02-03,2.89,2,337
4721037,Cozy Bedroom | 10 minutes from Super Bowl,4744761,Athenia,,Miramar,25.98481,-80.26613,Private room,200,1,0,,,2,0
4741523,Room at the Tennis Club,24476265,Bruce,,Wilton Manors,26.15253,-80.14759,Private room,50,30,17,2020-03-20,0.23,2,116
4752821,Perfect Seaside Vacation Place 1/1,10975267,Robert,,Pompano Beach,26.24904,-80.08807,Entire home/apt,299,5,70,2020-12-13,0.94,2,275
4767766,★3br 3bth Home Dog Friendly 10 Mins to Beach ★,14472956,James,,Fort Lauderdale,26.18476,-80.15698,Entire home/apt,119,1,166,2020-12-26,2.53,4,147
4773023,private studio near the beach,19347509,Dinissa,,Deerfield Beach,26.30719,-80.08497,Shared room,60,5,38,2021-01-02,0.51,2,1
4774207,Lux Studio,24623672,Eileen,,Hollywood,26.01405,-80.13522,Entire home/apt,75,2,101,2021-01-18,1.47,2,260
4786772,Beach Penthouse-King Bed-Pool-Gym in Hollywood,24675123,Komffy,,Hollywood,25.98814,-80.11831,Entire home/apt,232,4,122,2021-02-09,1.72,3,141
4786849,Tropical Tiki Pool Home,24676288,Martha,,Deerfield Beach,26.29734,-80.08985,Entire home/apt,300,3,2,2020-01-02,0.08,1,115
4801662,2080 OCEAN FRONT 2/2 ON THE BEACH,2001930,Dmitri,,Hallandale Beach,25.97615,-80.11972,Entire home/apt,295,14,0,,,43,0
4808516,"WOW! Gated, FREE GOLF & TENNIS! Pembroke Pines, FL",1258016,Mark,,Pembroke Pines,26.00266,-80.2629,Entire home/apt,90,120,2,2015-03-01,0.03,1,358
4808775,"Luxurious Close to Beach ""Little Palace""",8869038,Kenneth,,Pompano Beach,26.22512,-80.09848,Entire home/apt,434,5,35,2021-01-30,0.56,1,295
4809798,"Hollywood Beach 4 bed, 4.5 baths! steps from beach",24773245,Chaz + Vanessa,,Hollywood,26.00738,-80.11668,Entire home/apt,400,3,76,2020-09-21,1.04,1,221
4813427,Bright & Cozy #7 Suite 1 bedroom,20512179,Stefanie Deerfield Beach Vacations,,Deerfield Beach,26.30758,-80.0794,Entire home/apt,108,5,3,2020-05-06,0.08,11,0
4836110,PENTHOUSE OCEANFRONT 3/3  ON THE BEACH,2001930,Dmitri,,Hollywood,25.98695,-80.11944,Entire home/apt,449,5,3,2018-11-26,0.05,43,317
4863436,Stunning Oceanview 1/1 Condo Tides,18282693,Raydiant,,Hollywood,25.98939,-80.11922,Entire home/apt,135,7,1,2015-01-03,0.01,10,363
4867216,Beautiful 😎 Waterfront home 3 Bdrms  Pool ☀️ Sand 🏖,25026680,Joe,,Fort Lauderdale,26.10464,-80.12815,Entire home/apt,256,2,106,2021-02-11,1.53,1,222
4876339,20mins North of Wynwood 5mins Till Hollywood Beach,24515578,Wayne,,Hollywood,26.007,-80.15498,Entire home/apt,114,1,98,2019-12-25,1.31,1,332
4885353,"Ideal place to relax, even if it’s only one night",25133481,Delene,,Pembroke Pines,26.00518,-80.21768,Private room,70,1,95,2021-02-07,1.27,1,360
4908694,"The ""Teal Room"" - 2 twin beds",2590732,Fanny,,Davie,26.07173,-80.25772,Private room,46,2,195,2021-01-27,2.69,2,0
4909030,Sunny Room,24330722,John,,Fort Lauderdale,26.12099,-80.12933,Private room,49,1,463,2021-02-06,6.24,2,2
4923644,OCEANFRONT ON THE BEACH 1/1.5 8FL ON THE BEACH,2001930,Dmitri,,Hollywood,25.9883,-80.11833,Entire home/apt,225,7,2,2019-05-13,0.03,43,100
4923853,On the beach!  1 bedroom 2 bath condo free parking,25361296,Nelly,,Hollywood,25.99408,-80.11688,Entire home/apt,89,28,9,2020-11-30,0.16,1,213
4925618,Beach House Steps from the Ocean,25372446,Alida,,Pompano Beach,26.22804,-80.09029,Entire home/apt,325,5,20,2021-02-09,0.41,3,231
4930326,OCEANFRONT 2/2  ON THE BEACH,2001930,Dmitri,,Hollywood,25.98803,-80.11961,Entire home/apt,249,5,4,2020-03-21,0.08,43,145
4939909,Cozy Little studio steps from the beach,22238827,Veronika,,Hollywood,26.02179,-80.11563,Private room,107,1,59,2021-02-09,1.37,6,1
4947027,Wilton Manors Suite/Perfect Walking Destination,9601715,"Mary, Ryan And Spencer",,Wilton Manors,26.15948,-80.13385,Private room,84,2,37,2021-02-22,0.50,1,90
4948999,Historic house  built in 1924,25507540,Mermolina,,Fort Lauderdale,26.1217,-80.12868,Private room,59,1,415,2020-03-16,5.56,1,346
4997686,Gorgeous Oceanfront 2/2 Condo 8051,18282693,Raydiant,,Hollywood,25.9903,-80.11923,Entire home/apt,175,7,2,2018-01-27,0.04,10,336
5003799,2/1 MARY POP APARTMENTS,454736,"Jon,  Mary Pop Apartments",,Dania Beach,26.0344,-80.14156,Entire home/apt,100,7,13,2020-12-29,0.17,8,0
5006441,Walk to Lovely Beach from this Quiet Pool Home!,6422630,Erik,,Lauderdale By The Sea,26.18605,-80.10291,Entire home/apt,250,7,38,2021-01-30,0.52,1,194
5014677,Make Yourself at Home Two,7259492,Alda,,Miramar,25.98579,-80.31645,Private room,68,7,24,2021-02-08,0.33,1,331
5030079,"Best location in Pompano beach, Clean and safe.",25965138,Dan,,Pompano Beach,26.24686,-80.08809,Entire home/apt,225,3,21,2021-01-21,0.44,9,307
5036757,Queen Studios Up to 4 Guests,22238827,Veronika,,Hollywood,26.03342,-80.11637,Hotel room,154,1,7,2019-09-29,0.17,6,345
5039493,Studio Romantic Cute #3 UV Light Sanitized,11679207,Jorge,,Hollywood,26.01803,-80.16079,Entire home/apt,45,30,4,2020-03-31,0.11,4,261
5047945,Beautiful Seaside Vacation Condo,10975267,Robert,,Pompano Beach,26.24808,-80.08909,Entire home/apt,189,5,44,2019-12-30,0.63,2,3
5065713,Spacious 3/3 Only  5 Minutes Away From Beach!!,26132558,Nikhil,,Hollywood,26.02401,-80.13897,Entire home/apt,192,2,33,2020-02-10,0.45,1,237
5069031,"Ocean View Condo 1/1 for 4, Pool & Parking",17469794,Valerie,,Hollywood,26.0227,-80.11582,Entire home/apt,123,5,1,2015-09-14,0.02,60,215
5078835,Very nice 3+ Bedroom and 2 Bath Condo,14751091,Philip,,Deerfield Beach,26.32001,-80.1453,Entire home/apt,142,14,9,2020-10-16,0.15,4,53
5085220,Stunning Oceanfront 3B/2B Condo 327,18282693,Raydiant,,Hollywood,25.9904,-80.11849,Entire home/apt,175,7,10,2019-04-12,0.14,10,332
5089651,1/2 block from Pompano Beach - Furnished.,26293939,Rebecca,,Pompano Beach,26.25612,-80.08843,Entire home/apt,115,2,182,2021-02-16,2.59,1,279
5106307,**Large Hollywood Broadwalk Beach House **,840481,Pat & Michelle,,Hollywood,26.01475,-80.11768,Entire home/apt,168,4,139,2021-01-25,1.90,2,136
5136624,Vacation Home 2 miles from  Beach,26557549,Steve,,Hollywood,26.00961,-80.15508,Entire home/apt,207,6,80,2021-02-06,1.12,6,286
5194924,Quiet/Clean/Nice/Convenient,17267831,Andrea,,Fort Lauderdale,26.13893,-80.14106,Private room,65,1,0,,,1,365
5221521,Bimini Breeze Apt.3 - pool- beach,8556229,Ofir,,Pompano Beach,26.2358,-80.10071,Entire home/apt,85,3,64,2021-02-15,0.90,4,362
5234778,Amazing beach views in Pompano!,27091615,Elisa,,Pompano Beach,26.23944,-80.08949,Entire home/apt,180,90,1,2015-10-14,0.02,1,309
5238751,Cozy Room,10601274,Giuliana,,Fort Lauderdale,26.10064,-80.14907,Private room,30,30,33,2021-02-03,0.46,1,331
