id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
6142248,Fully renovated condo Nakameguro,31858645,Masafumi,,Meguro Ku,35.63933,139.70323,Entire home/apt,15000,1,147,2020-12-11,3.06,2,4
6164909,Room203 Ikebukuro is 5 min by train,24219962,Hiroya,,Kita Ku,35.75788,139.72151,Private room,1900,5,65,2020-08-10,0.92,3,88
6166571,Room204 Ikebukuro is 5 min by train,24219962,Hiroya,,Kita Ku,35.75786,139.72151,Private room,2200,3,67,2020-10-31,0.98,3,0
6172827,13 min to Disneyland/akihabara,29410164,JCK Residence,,Edogawa Ku,35.71361,139.85572,Private room,5800,3,69,2019-11-18,0.98,4,272
6177805,"Good access to Shinjuku, female guest only",26407522,Yoko,,Nakano Ku,35.72091,139.66816,Private room,2893,3,124,2020-01-31,1.76,2,27
6194398,☆ Anna's house☆,30457696,Anna,,Machida Shi,35.59473,139.40901,Private room,3190,3,44,2019-10-09,0.62,2,118
6214018,Room202 Ikebukuro is 5 min by train,24219962,Hiroya,,Kita Ku,35.75786,139.72151,Private room,2200,4,79,2020-10-25,1.14,3,58
6229282,The best location as a base of the sightseeing.,22031881,Hideo,,Bunkyo Ku,35.7082,139.76897,Entire home/apt,34800,1,231,2019-11-03,3.40,1,180
6305070,（TOKYO）東京の中心！駅から徒歩1分の部屋・渋谷も原宿も浅草も最長２５分！,31936413,Mihoko,,Shinagawa Ku,35.61458,139.71498,Private room,4500,1,94,2020-07-11,1.34,1,358
6308465,"60㎡,5beds,3mins to Shibuya Sta",32815136,Miko,,Meguro Ku,35.64214,139.69869,Entire home/apt,50000,1,185,2020-03-23,2.95,1,0
6365363,SHITAMACHI BASE/Quiet new apt.room101/skytree view,33170407,Hiroyoshi,,Sumida Ku,35.71968,139.81082,Entire home/apt,3500,1,22,2021-01-24,0.32,12,31
6374299,5min to Ikebukuro station/ Brown Stone house,30314225,Ryo & Yuri,,Toshima Ku,35.73163,139.73087,Entire home/apt,6200,2,83,2020-01-04,1.19,2,179
6380625,Sunny House in a Leafy Street,33088758,Nayu,,Suginami Ku,35.67905,139.64924,Entire home/apt,16143,1,142,2020-07-24,2.04,1,170
6428968,Tatami/FREE portable Wifi,21858182,Eri,,Katsushika Ku,35.73637,139.84865,Private room,5000,1,158,2020-07-14,2.29,1,0
6439108,Green Apart Right In Shimokitazawa 2min walk!!,10705201,D'S Airbnb,,Setagaya Ku,35.6614,139.66823,Entire home/apt,14000,3,202,2020-04-21,2.90,3,38
6562355,Middle of Shinjuku and Kamakura,2008948,Miharu,,Machida Shi,35.54977,139.45554,Private room,4138,1,33,2020-01-16,0.54,1,146
6592213,ชอบคนไทยHouse(ห้องแบบญี่ปุ่น),34475322,Masaru,,Machida Shi,35.58739,139.48281,Private room,3500,1,125,2020-08-01,1.82,3,0
6595315,3 room!eight beds!free wifi!,29410164,JCK Residence,,Katsushika Ku,35.71503,139.85721,Private room,23000,3,25,2019-01-25,0.37,4,272
6635417,Akihabara and YANESEN is near!!!!,32764769,Koichi,,Chiyoda Ku,35.7032,139.76885,Entire home/apt,6029,5,171,2020-03-12,2.72,3,248
6646878,near shibuya quiet residential area,34561184,Tanya & Toshiro,,Setagaya Ku,35.65191,139.66968,Private room,6980,1,88,2019-10-04,1.27,5,364
6648293,"High speed internet ,8min walk from JR Osaki",5749679,Sayoko,,Shinagawa Ku,35.61334,139.72654,Entire home/apt,3129,2,257,2021-02-19,3.71,2,176
6670367,Tokyo Skytree Flat (2 Bedroom)for Family or Couple,31651173,Toshi,,Sumida Ku,35.71299,139.81726,Entire home/apt,9000,1,121,2021-01-12,1.77,1,0
6719865,Yanesen  Traditional Nagaya house,11025259,Takamitsu,,Taito Ku,35.7205,139.76788,Entire home/apt,825229,3,134,2020-02-08,1.96,1,365
6732871,"Ueno,Asakusa,subway2min.3BR,6BED,*Luxuary house*",22601823,Jiyoung,,Taito Ku,35.71145,139.79418,Entire home/apt,21000,2,131,2020-12-19,1.90,2,354
6738906,"★Ueno,Asakusa, subway 2min.2BR,3BED,narita51min",22601823,Jiyoung,,Taito Ku,35.71218,139.79427,Entire home/apt,15000,2,122,2021-01-05,1.77,2,359
6749824,1 hour from the airport.,35340956,Yoshio,,Taito Ku,35.7242,139.77766,Private room,4200,1,109,2020-01-28,1.85,2,330
6750472,Open Sale・Best Location Asakusa,30828383,美香,,Taito Ku,35.71434,139.79047,Entire home/apt,16000,3,196,2020-02-06,2.90,5,90
6768640,SHITAMACHI BASE/Quiet new apt.room102/skytree view,33170407,Hiroyoshi,,Sumida Ku,35.71959,139.81139,Entire home/apt,3500,1,41,2021-01-22,0.61,12,19
6785470,DOMUS MUSASHINO -Sakura View-,35525878,Kanako,,Kodaira Shi,35.72607,139.51101,Entire home/apt,5100,5,59,2020-03-31,0.89,1,0
6800607,#313 Private Cozy Apt. in Tokyo,17736560,ﾀﾂﾛｳ (Taturo),,Nerima Ku,35.73607,139.63223,Entire home/apt,4466,3,35,2021-01-11,0.51,9,90
6803014,"Mid-Tokyo, Nature-Rich - Designer""Tiny"" House",35614067,Kan,,Minato Ku,35.63463,139.72773,Entire home/apt,19500,2,138,2021-01-02,2.02,1,140
6805147,"最适合家族旅游的新型民宿,期待您的光临！",35623696,巍,,Adachi Ku,35.77096,139.77914,Entire home/apt,20000,2,85,2019-11-23,1.28,1,117
6812578,"Female,Couple/Less 15min to Shibuya",26386727,Mami,,Meguro Ku,35.6215,139.70127,Private room,5000,1,168,2021-02-15,2.49,1,32
6815505,Omotesando House.表参道/南青山.,35684204,Junko,,Minato Ku,35.66494,139.7189,Entire home/apt,13800,2,130,2020-02-18,1.93,2,258
6837981,SHITAMACHI BASE/Quiet new apt.room103/skytree view,33170407,Hiroyoshi,,Sumida Ku,35.71844,139.81103,Entire home/apt,3500,1,42,2021-02-11,0.61,12,19
6838363,SHITAMACHI BASE/Quiet new apt.room201/skytree view,33170407,Hiroyoshi,,Sumida Ku,35.71891,139.81152,Entire home/apt,3500,1,35,2019-11-15,0.52,12,34
6838964,SHITAMACHI BASE/Quiet new apt.room202/skytree view,33170407,Hiroyoshi,,Sumida Ku,35.72039,139.81139,Entire home/apt,3500,1,30,2021-01-11,0.44,12,0
6856801,Nishi-Ogikubo 1BR Studio Type-B (SSH1BRS-B) 5F,18776800,LiveinAsia,,Suginami Ku,35.70402,139.5977,Entire home/apt,10000,3,46,2020-02-17,0.72,18,122
6874108,[M4A] Shinjuku/Shin-Okubo 5 min Comfy Real Beds,269182185,Sumifuku,,Shinjuku Ku,35.70187,139.70652,Entire home/apt,5739,1,129,2020-05-02,1.90,14,0
6875368,One hour from the airport.Good access to all,35340956,Yoshio,,Taito Ku,35.72413,139.77771,Private room,4500,1,115,2020-01-22,1.69,2,332
6914633,☆KOUENJI 5min / SHINJUKU 9min (Free WiFi) ☆,33705289,Tomomasa,,Suginami Ku,35.70387,139.65376,Entire home/apt,7500,1,220,2020-11-23,3.21,3,310
6939875,"Woman,family&couples only.",35828905,Kanako,,Shinagawa Ku,35.61031,139.72065,Private room,5000,1,153,2020-03-02,2.24,1,339
6939941,"#301Good access 2 central Tokyo,7mins Sta",30883070,Takeshi,,Koto Ku,35.68288,139.81552,Private room,2162,1,313,2021-01-03,4.55,28,355
6975801,"Japanese Modern Studio, 2 stops to Shinjuku (#2)",36396507,Yuka,,Shibuya Ku,35.67722,139.68068,Entire home/apt,4144,1,151,2021-01-23,2.20,6,74
7038511,3番伝統日本家屋都内には珍しい东京日本Free Wifi-2,29681737,文娟,,Nerima Ku,35.76334,139.66873,Private room,7800,1,51,2019-11-11,0.75,5,305
7038739,伝統日本家屋都内には珍しい东京日本Free Wifi,29681737,文娟,,Nerima Ku,35.76428,139.6684,Private room,6880,1,24,2019-08-12,0.35,5,273
7057399,102Tokyo JRHiraiSt. take a walk 9minutes apartment,37012733,Mariko,,Edogawa Ku,35.70339,139.84253,Entire home/apt,2500,14,44,2021-01-02,0.74,3,250
7074127,traditional Japanese style house,29606498,Enomoto,,Adachi Ku,35.77822,139.79214,Private room,7000,2,54,2019-11-03,0.79,1,179
7094852,Sweet fantasy house / Free-Wi-Fi,35051740,Yasuko&Rintaro,,Toshima Ku,35.73069,139.69825,Entire home/apt,12429,2,208,2020-08-28,3.03,1,123
7123125,Condo 201 (Fully Renovated Flat in Central Tokyo),37312047,Kae,,Minato Ku,35.65892,139.75449,Entire home/apt,16000,30,66,2018-08-15,0.98,3,179
7136098,☆☆KOUENJI 5min / SHINJUKU 10min Free WiFi ☆☆,33705289,Tomomasa,,Suginami Ku,35.70361,139.6545,Entire home/apt,7800,1,94,2020-03-16,1.38,3,275
7149882,a) 4min walk Ikebukuro/ 78 sqm/ Free wifi/ 8BEDS,29253527,Sato,,Toshima Ku,35.73334,139.70837,Entire home/apt,5857,1,132,2021-02-10,1.94,9,120
7170836,直通新宿/秋叶原/东京/成田机场/独栋整租二厕二卫 最大12人入住/步行9分天然温泉/车站接送行李,37525225,爽,,Katsushika Ku,35.72358,139.85843,Entire home/apt,12000,1,98,2021-01-01,2.44,3,168
7217107,#212 Good access. Convenient. 7mins to Sta.,30883070,Takeshi,,Koto Ku,35.68288,139.81552,Shared room,1792,1,269,2020-12-26,3.95,28,0
7227038,"Azabu- spacious apt,Hammock♥",37836517,Akari,,Minato Ku,35.65584,139.73425,Entire home/apt,18500,1,208,2021-01-28,3.03,1,345
7281726,Reiko's cosy flat near Tamagawa University,38131090,怜子,,Machida Shi,35.55907,139.46027,Entire home/apt,10000,1,36,2020-02-23,0.72,1,177
7310511,#214 Good access. Convenient. 7mins to Sta.,30883070,Takeshi,,Koto Ku,35.68288,139.81552,Shared room,1214,1,248,2021-01-14,3.65,28,352
7310945,"""T-ROOMS"" near Ginza & Tsukiji #C",38303856,Michihiro,,Chuo Ku,35.68184,139.78247,Private room,3000,30,40,2020-09-06,0.59,5,267
7322455,Takahata Apartment 105,13088224,Rickie,,Hino Shi,35.66515,139.4122,Entire home/apt,2900,5,17,2020-03-31,0.26,9,358
7349832,101Tokyo JRHirai St. take a walk9minutes apartment,37012733,Mariko,,Edogawa Ku,35.70165,139.84284,Entire home/apt,3000,14,63,2020-12-15,0.93,3,114
7353004,"Riversideroom Shinjuku28min, Shibuya35min 3persons",38526810,Yoshi,,Hino Shi,35.68455,139.3941,Entire home/apt,4500,5,27,2020-02-25,0.68,1,365
7358397,"Peaceful Riverside View, Asakusa",37545792,Harumi,,Taito Ku,35.70347,139.79436,Entire home/apt,16000,2,160,2020-03-21,2.42,1,0
7370013,#302 Private room. 3 people ok. 7mins from Sta.,30883070,Takeshi,,Koto Ku,35.68288,139.81552,Private room,2298,1,287,2021-02-23,4.21,28,338
7389965,#213 ToeiShinjuku&Hanzomon. Sake&tea. 7min to Sta.,30883070,Takeshi,,Koto Ku,35.68288,139.81552,Shared room,1706,1,242,2020-09-14,3.58,28,327
7393044,#211 Good access. Convenient. 7mins to Sta.,30883070,Takeshi,,Koto Ku,35.68288,139.81552,Shared room,1653,1,232,2020-11-13,3.41,28,286
7406024,Cozy House near Ajinomoto Studium TUFS/ICU/ASIJ,36829680,Jimmy'S Family,,Fuchu Shi,35.67305,139.51325,Entire home/apt,11514,3,62,2020-02-11,0.93,1,178
7430129,LEGALCOURT Hideaways,38919757,Max Masaking,,Akiruno Shi,35.72626,139.29516,Entire home/apt,3386,1,29,2021-01-14,0.59,7,0
7450080,Japanese style room near Shinjuku,39017078,Lina,,Suginami Ku,35.68217,139.6546,Private room,7800,1,192,2020-03-19,2.82,1,303
7488154,C) 4min walk Ikebukuro/ Free wifi/  40sqm,29253527,Sato,,Toshima Ku,35.73335,139.70831,Entire home/apt,4700,2,76,2020-11-28,1.15,9,118
7611258,TOP EDGE HOUSE 203,38655722,"Top Edge Co., Ltd.",,Suginami Ku,35.70366,139.62997,Private room,3714,1,41,2020-01-01,0.61,9,196
7620544,(和室3人)最寄駅２駅-日比谷線/半蔵門線直通－浅草/上野/秋葉原/築地/銀座 /渋谷,39969626,Yamada Jun & Chie,,Adachi Ku,35.78199,139.77946,Private room,26000,3,24,2019-11-03,0.64,3,90
7665605,BLENDIA Share house : Homestay #4,29311815,Motoki,,Shinagawa Ku,35.62622,139.70796,Shared room,2057,1,79,2020-01-12,1.21,6,346
7688270,Short wk Mejiro & Ikebuku 83sq.3BD Family House#D1,40344857,Yuko And Ken,,Toshima Ku,35.72323,139.70616,Entire home/apt,23943,1,219,2021-02-22,3.25,1,181
7782741,"2 minutes to Shinjuku, 3-story house",40951044,Lei,,Shinjuku Ku,35.70314,139.70352,Entire home/apt,23345,1,136,2020-02-29,2.11,5,25
7812196,[RB3] Shinjuku! Vintage Apt + Portable Wifi,269182185,Sumifuku,,Shinjuku Ku,35.7012,139.70578,Entire home/apt,2720,30,43,2020-05-18,0.64,14,34
7876373,"Nihonbasi/Imperial Palace/Akihabara,walk 15min",41516927,Yoshihito,,Chuo Ku,35.68882,139.77683,Private room,3858,1,125,2020-03-26,2.16,16,181
7876385,"Tokyo sta/Nihonbasi/Imperial Palace/Ginza, #402",41516927,Yoshihito,,Chuo Ku,35.68697,139.7784,Private room,3739,1,172,2020-03-20,2.95,16,174
7876639,"Center of Tokyo,Quite Area Location #405",41516927,Yoshihito,,Chuo Ku,35.6868,139.77648,Private room,3896,1,131,2020-03-14,2.23,16,160
7899504,TOP EDGE HOUSE 202,38655722,"Top Edge Co., Ltd.",,Suginami Ku,35.70366,139.62997,Private room,3714,1,26,2019-12-31,0.39,9,196
7901470,"Seidokan 205 / Quiet, entirely private room with freedom of access (own bathroom/toilet)",17694529,Hisao,,Arakawa Ku,35.72671,139.782,Entire home/apt,2500,1,312,2021-02-18,4.64,9,1
7901621,"Seidokan 204/Quiet, entirely private room with freedom of access (own bathroom/toilet)",17694529,Hisao,,Arakawa Ku,35.72672,139.78201,Entire home/apt,2500,1,260,2021-01-09,3.96,9,69
7903097,#1 close to Ikebkuro东京池袋附近民宿,9542500,Akira Jiang,,Itabashi Ku,35.76037,139.68316,Private room,4729,3,72,2020-01-21,1.11,3,89
7905760,●Licensed●5min walk to Asakusa Sta. Huge room,27821041,Kenta,,Sumida Ku,35.70623,139.79883,Entire home/apt,15000,3,68,2020-02-11,1.03,2,239
7911710,#1 Bed private room near ikebukuro,9542500,Akira Jiang,,Itabashi Ku,35.76088,139.68431,Private room,4786,3,75,2020-01-14,1.13,3,90
7915597,TOP EDGE HOUSE 102,38655722,"Top Edge Co., Ltd.",,Suginami Ku,35.70366,139.62999,Private room,3300,1,38,2019-12-01,0.57,9,196
7938869,100-year-old wooden house,41865642,Yuki,,Shibuya Ku,35.6497,139.72036,Entire home/apt,20000,3,159,2020-11-13,2.40,1,97
7940139,designer house near Shimokitazawa,24957450,Alexander,,Setagaya Ku,35.66921,139.65963,Entire home/apt,19100,1,31,2020-09-13,0.52,1,209
7940713,IKEBUKURO Comfy room for travellers,29681737,文娟,,Nerima Ku,35.76418,139.66995,Private room,5000,1,119,2020-01-06,1.82,5,273
7948752,Omotesando! Two dobble beds!,35684204,Junko,,Minato Ku,35.66582,139.71991,Entire home/apt,13800,2,20,2019-12-31,0.33,2,250
7953607,TOP EDGE HOUSE 101,38655722,"Top Edge Co., Ltd.",,Suginami Ku,35.70365,139.62997,Private room,3657,1,71,2020-01-22,1.10,9,196
7954446,TOP EDGE HOUSE 103,38655722,"Top Edge Co., Ltd.",,Suginami Ku,35.70365,139.62999,Private room,2500,1,29,2020-09-29,0.45,9,196
7956999,大江戸線 西新宿五丁目Station 3 mins / 27㎡ / pocket wifi #3,18132812,Kazumi,,Shinjuku Ku,35.69142,139.68524,Entire home/apt,3828,1,168,2021-01-12,2.53,2,244
7965448,Shinagawa area  2 min to station!  room#2,19532514,Josh F,,Shinagawa Ku,35.59877,139.73915,Entire home/apt,7748,6,39,2020-03-31,0.90,2,0
8016158,Shinbashi 2LDK family type,25081211,Mina&Kirro,,Minato Ku,35.66308,139.75473,Entire home/apt,18000,3,139,2019-12-17,2.13,1,1
8053973,NO-3 東京で山々、温泉、そして日本料理を満喫！,28596639,Tatsuhiro,,Akiruno Shi,35.72927,139.28398,Private room,6000,1,81,2020-11-22,1.39,5,89
8054021,"NO-2 The mountains,Onsen and Cuisine in Tokyo!",28596639,Tatsuhiro,,Akiruno Shi,35.72927,139.28398,Private room,6000,1,172,2020-12-20,2.57,5,348
8059922,Shinagawa area  2 min to station!  room #1,19532514,Josh F,,Shinagawa Ku,35.59877,139.73915,Entire home/apt,7944,6,70,2020-04-17,1.57,2,89
8105976,"Easy to airport,Asakusa,Skytree,Ginza,Akihabara!",12369727,Kei,,Katsushika Ku,35.7353,139.85195,Entire home/apt,9800,3,232,2020-03-27,3.51,1,0
8108276,池袋 stn.+2 BR+Shijuku 5 min+Shibuya,24575613,Momoe,,Toshima Ku,35.72752,139.71267,Entire home/apt,9643,14,91,2018-06-08,1.38,4,153
8152644,"""T-ROOMS"" near Ginza & Tsukiji #A",38303856,Michihiro,,Chuo Ku,35.68185,139.78256,Private room,3000,30,34,2020-03-16,0.51,5,321
8153006,"""T-ROOMS"" near Ginza & Tsukiji #D",38303856,Michihiro,,Chuo Ku,35.68189,139.7825,Private room,3000,30,22,2020-04-01,0.34,5,335
8153093,Private Studio in Central SHINJUKU !! AWESOME Loc.,13113365,Lee,,Shinjuku Ku,35.69695,139.70554,Entire home/apt,3000,1,15,2018-02-21,0.23,2,91
8153271,"""T-ROOMS"" near Ginza & Tsukiji #B",38303856,Michihiro,,Chuo Ku,35.68187,139.78249,Private room,3000,30,46,2020-03-30,0.71,5,242
8173177,"Japanese Modern Apt, 2 Stops to Shinjuku (#3)",36396507,Yuka,,Shibuya Ku,35.67837,139.68001,Entire home/apt,5008,1,166,2020-09-09,2.49,6,91
8274487,"High speed internet ,8min walk JR Osaki.max for 3",5749679,Sayoko,,Shinagawa Ku,35.61595,139.7268,Entire home/apt,3994,2,228,2021-02-20,3.44,2,144
8297870,Room available in Brand New House,7212968,Jason,,Toshima Ku,35.74259,139.70857,Private room,4254,3,75,2021-01-28,1.27,2,218
8301218,"10 Min  to Asakusa, 5 Min  Skytree.",43560434,純子,,Sumida Ku,35.71261,139.80545,Private room,4700,2,56,2020-03-06,0.85,1,89
8332946,Near SkyTree Aakusa Oshiage station Free wifi,43721134,Shio,,Sumida Ku,35.70672,139.81335,Entire home/apt,4500,2,133,2021-01-20,2.01,3,90
8341784,Near Shinjuku! BigBalcony New!Powerful clothdryer~,43855091,Rumika,,Shibuya Ku,35.68393,139.68264,Private room,4100,5,137,2021-01-06,2.07,11,5
8360930,Shibuya Station - Sunny tatami room,22554284,Satoko & Seb,,Shibuya Ku,35.6579,139.6984,Entire home/apt,11900,30,144,2020-07-31,2.18,1,319
8365294,New open | Tokyo Uneno| fancy|Max6ppl| wifi,44079941,Kuniharu,,Bunkyo Ku,35.73045,139.74178,Entire home/apt,15000,1,0,,,1,181
8370304,Tokyo Machiya Apt #1: APT 34sqm WiFi&2Bikes,24212848,Takumi,,Arakawa Ku,35.7478,139.78387,Entire home/apt,5857,30,54,2019-06-08,0.82,2,4
8372308,East Toranomon is the Central Tokyo,43230315,Hirotake,,Minato Ku,35.66712,139.7517,Entire home/apt,18827,1,199,2020-11-01,3.17,2,336
8411830,SHIBUYA apt for family 9 min walk,20133711,光司,,Shibuya Ku,35.65809,139.70735,Entire home/apt,5000,2,150,2021-01-19,2.29,1,28
8416408,Near SHIBUYA Quiet Residential Area,34561184,Tanya & Toshiro,,Setagaya Ku,35.65192,139.66968,Private room,7980,1,60,2019-11-15,0.91,5,365
8447162,Enjoy the huge house☆Easy around the central TOKYO,14382431,Kyoko,,Setagaya Ku,35.66437,139.66295,Entire home/apt,16643,4,129,2021-01-01,1.99,1,315
8447568,TSUKIJI INSIDE -market & food culture,158904617,Chiaki,,Chuo Ku,35.66463,139.77206,Entire home/apt,38000,1,149,2021-01-24,2.27,1,12
8450948,"Recommended for families 【go,toトラベル承認済）",44316986,Yukio,,Machida Shi,35.59061,139.46899,Entire home/apt,8000,1,117,2021-01-01,1.91,2,180
8468825,Tokyo life style like you live here,42380408,Satoru & Kazue,,Shibuya Ku,35.65369,139.70893,Entire home/apt,16000,4,159,2020-02-22,2.42,2,0
8488964,D) 4min walk Ikebukuro/Free wifi/Direct Shinjuku,29253527,Sato,,Toshima Ku,35.73332,139.70842,Entire home/apt,5986,7,69,2021-02-17,1.05,9,64
8567795,"*Beautiful, Sunny, & Quiet Apt Close to Metro",44812749,Japanstay,,Suginami Ku,35.67275,139.65971,Entire home/apt,200000,1,112,2020-08-24,1.71,19,365
8571885,New Open Asakusa House 【ASH】,45113403,Asakusa Senzoku House,,Taito Ku,35.72183,139.79361,Entire home/apt,16000,2,79,2021-01-22,1.25,1,293
8574820,Experience Japanese family life,27572392,Zack,,Shinagawa Ku,35.62075,139.71257,Private room,6857,2,43,2019-11-18,0.72,1,1
8583857,Shinjuku 2min Shinkubo 4min wiFi　sterilizer,43979015,Ohkubo,,Shinjuku Ku,35.69979,139.70294,Entire home/apt,5000,1,262,2021-01-01,4.36,4,194
8601050,b) 4min walk Ikebukuro/ 2BR / 45sqm /4BEDS,29253527,Sato,,Toshima Ku,35.73338,139.70837,Entire home/apt,5500,1,73,2021-02-14,1.18,9,91
8618595,Calm House near Shinjuku/Shibuya #305,43751877,Masami,,Shibuya Ku,35.67949,139.67874,Entire home/apt,6000,2,338,2021-02-16,5.20,10,284
8619851,2 bedrooms & living room  spacious 103㎡ flat,26761196,Yoko,,Nakano Ku,35.71722,139.64895,Entire home/apt,11086,3,52,2020-12-24,0.92,1,287
8636716,"SHINJUKU, JAPANESE FAMILY!!",43680640,Makiko (真紀子),,Shinjuku Ku,35.72199,139.68249,Private room,14000,1,201,2020-01-29,3.10,1,57
8673124,Near Yokota AB 5min  1st fl Loft type one room.108,45557046,Shukichi,,Fussa Shi,35.74549,139.33493,Private room,3400,2,64,2020-04-27,0.99,2,235
8721795,UNIQUE HOUSE! 15 mins. to SHIBUYA!,34561184,Tanya & Toshiro,,Setagaya Ku,35.65191,139.66971,Entire home/apt,128000,2,5,2020-12-07,0.15,5,363
8731635,lovely new town house by Sky Tree,45410526,Josie,,Sumida Ku,35.71702,139.81335,Private room,3000,1,113,2021-01-23,1.94,3,331
8783754,New! near Sensoji Temple Free WiFi,43145433,武志,,Taito Ku,35.71649,139.79907,Entire home/apt,8500,1,197,2021-02-24,3.29,2,199
8784897,"Big Studio Apt, 2 Stops to Shinjuku (#4)",36396507,Yuka,,Shibuya Ku,35.67863,139.67954,Entire home/apt,7500,1,184,2020-09-10,2.84,6,33
8815730,"Simple Cozy Apt, 2 Stops to Shinjuku (#5)",36396507,Yuka,,Shibuya Ku,35.67904,139.68033,Entire home/apt,4950,1,141,2021-02-02,2.17,6,89
8836316,Welcoming house near Tokyo Sky Tree,45410526,Josie,,Sumida Ku,35.71466,139.81466,Private room,3200,1,211,2021-02-09,3.24,3,337
8883048,Group Family Shinjuku 8min Max11ppl 4Bedrooms & KD,46117832,Yusuke,,Suginami Ku,35.70284,139.65593,Entire home/apt,12000,2,153,2020-09-22,2.41,1,0
8893054,Japanese traditional type room,33478325,Yukihiko,,Katsushika Ku,35.74489,139.86214,Private room,2843,2,21,2019-09-15,0.57,6,148
8947448,★Japanese-style guest house near Asakusa & Skytree,37087932,Keita,,Sumida Ku,35.70944,139.80191,Entire home/apt,14000,2,40,2020-01-18,0.63,2,6
8950449,TOKYO ROOM with Pockt WIFI!,14906609,Jay,,Toshima Ku,35.73188,139.72196,Entire home/apt,4123,3,232,2021-02-24,3.58,3,11
8995057,Shinjuku2min HigashiShinjuku 0.5min　 sterilizer,43979015,Ohkubo,,Shinjuku Ku,35.69923,139.70789,Entire home/apt,6000,1,197,2020-05-04,3.61,4,172
8995712,3 min from Sta. Ueno Park 10min walk! #201,46674978,Namio,,Taito Ku,35.71968,139.7652,Entire home/apt,14536,1,266,2020-12-26,4.11,3,62
9001233,S&H: Private Sweet in Musician's Home with Piano,29543799,Satoshi & Hitomi,,Tama Shi,35.63951,139.43619,Entire home/apt,8000,1,118,2020-10-21,1.85,6,0
9006622,Licensed LM101 2min Oyama 3mins Ikebukuro 6th Year,22193183,Kyoko,,Itabashi Ku,35.74738,139.7023,Entire home/apt,6300,4,128,2020-01-31,1.98,6,180
9036683,2 min. to Asakusa line - Quiet area,47063863,Masa,,Ota Ku,35.59618,139.71141,Entire home/apt,5000,2,101,2021-02-26,1.70,1,310
9081390,"Central Tokyo, 2min  Station",44607845,Shin,,Shinjuku Ku,35.68769,139.72105,Entire home/apt,9019,4,178,2020-01-02,2.78,1,30
9120096,"Tokyo, Medium for 2 - 406",47520629,宏美,,Kita Ku,35.78309,139.72255,Private room,6571,1,8,2018-11-15,0.14,6,89
